station_id,country,name,lat,lng,units,lw,mw,hw,rivers
rz.3,IT,"Rio Arno @ Ponte Rio Arno (TE)",42.554199,13.5481,cm,None,None,None,"Vomano / Aprati - Cerqueto"
rz.31,IT,"Aveto @ Salsominore",44.632702,9.4053,cm,205,210,225,"Aveto / Diga di Boschi - Ruffinati | Aveto / Ruffinati - Confluenza Trebbia"
rz.32,IT,"Baganza @ Berceto",44.503601,9.9931,cm,35,None,None,"Baganza / Berceto - Calestano"
rz.33,IT,"Cedra @ Selvanizza",44.439999,10.2357,cm,200,230,None,"Cedra / Ponte per Lugagnano - Centrale di Isola"
rz.330,IT,"Ombrone @ Sasso d'Ombrone",42.934898,11.3219,cm,-25,None,None,"Ombrone / Sasso d'Ombrone - Paganico"
rz.331,IT,"Ombrone @ Buonconvento",43.1353,11.4761,cm,25,None,None,"Ombrone / Molino di Pari - Sasso d'Ombrone"
rz.333,IT,"Cecina @ Masso degli Specchi",43.301899,10.9528,cm,90,None,None,"Cecina / Ponte di Monteguidi - Ponte Saline Volterra"
rz.334,IT,"Reno @ Pracchia",44.0555,10.9067,cm,35,None,None,"Limentra di Sambuca / San Pellegrino - Sambuca Pistoiese"
rz.335,IT,"Bidente di Ridracoli @ Diga di Ridracoli",43.872799,11.8368,m³/s,8,11,None,"Bidente di Ridracoli / Ponte Romano - S.Sofia"
rz.336,IT,"Adda @ Le Prese",46.350498,10.3552,cm,None,None,None,"Adda / Le Prese - Grosotto"
rz.338,IT,"Calore @ Castel S.Lorenzo",40.422501,15.2422,cm,40,60,70,"Calore Cilentano / Gole di Laurino | Calore Cilentano / Gole di Felitto"
rz.339,IT,"Bussento @ Morigerati",40.1339,15.5439,cm,None,None,None,"Bussento / Gole"
rz.340,IT,"Sele @ Contursi",40.651402,15.2297,cm,None,None,None,"Sele / Ponte Oliveto - Confluenza Tanagro"
rz.341,IT,"Tanagro @ Sicignano",40.604401,15.2925,cm,40,55,None,"Tanagro / Ponte per Sicignano - Stazione di Contursi | Sele / Confluenza Tanagro - Artificiale"
rz.342,IT,"Sangro @ Villetta Barrea (AQ)",41.777199,13.9192,cm,None,None,None,"Sangro / Confluenza Fondillo - Lago di Barrea"
rz.343,IT,"Platano @ Romagnano",40.611698,15.4517,cm,-115,None,None,"Platano / Stazione FS Muro Lucano - Balvano | Platano / Balvano - Romagnano"
rz.344,IT,"Lao @ Laino Borgo",39.953602,15.9767,cm,50,80,None,"Lao / Laino Borgo - Grotta del Romito | Lao / Grotta del Romito - Papasidero"
rz.345,IT,"Noce Lucano @ Castrocucco",39.992199,15.8019,cm,135,155,175,"Noce Lucano / Ponte Rivello - Centrale | Noce Lucano / Fiumicello - Ponte Rivello"
rz.346,IT,"Volturno @ Ponte Venticinque Archi",41.5186,14.1375,cm,None,None,None,"Volturno / Cerro - Colli | Volturno / Colli - Montaquila"
rz.35,IT,"Ceno @ Ponteceno",44.540298,9.6032,cm,20,25,None,"Ceno / Ponte Ceno - Ponte Lecca"
rz.36,IT,"Dolo @ Ponte Dolo",44.373798,10.6137,cm,None,None,None,"Dolo / Gole (Case Rossi - Ponte Dolo) | Dolo / Civago - Fontanaluccia"
rz.37,IT,"Enza @ Vetto",44.493401,10.33,cm,65,90,None,"Enza / Altissimo (Montedello - Selvanizza) | Enza / Alto (Selvanizza - La Mora) | Enza / Vetto - Frantoio della Cantoniera"
rz.38,IT,"Fiumi Uniti Montone @ Rocca San Casciano",44.060799,11.8444,cm,22,None,None,"Montone / "
rz.39,IT,"Fiumi Uniti Ronco @ S. Sofia",43.941299,11.9052,cm,70,95,None,"Bidente di Pietrapazza / "
rz.40,IT,"Lamone @ Marradi",44.0774,11.6139,cm,45,60,None,"Lamone / Cascate di Valbura - Biforco | Campigno / Val di Mora - Biforco"
rz.407,IT,"Adige/Etsch @ Spondigna/Spondinig",46.636501,10.6035,m³/s,None,None,None,"Adige/Etsch / Latschander (Laces - Castelbello) | Adige/Etsch / Lasa/Laas - Covelano/Göflan"
rz.41,IT,"Leo @ Fanano",44.203899,10.7991,cm,None,None,None,"Dardagna / La Cà - Ponte SP324 | Fellicarolo / 1° Ponte - Confluenza Ospitale | Leo /  | Ospitale / "
rz.43,IT,"Panaro @ Ponte Samone",44.356602,10.9227,cm,None,None,None,"Panaro / Confluenza Leo-Scoltenna - Ponte Samone"
rz.47,IT,"Reno @ Vergato",44.2878,11.1131,cm,None,None,None,"Limentra / "
rz.50,IT,"Savena @ Loiano Ponte Savena",44.2682,11.292,cm,50,None,None,"Savena / Villa - Molino Grillara"
rz.52,IT,"Scoltenna @ Ponte Val di Sasso",44.272598,10.8188,cm,125,None,None,"Perticara / S.Anna Pelago - Pievepelago | Rio Delle Tagliole /  | Scoltenna / Gole (Riolunato - Ponte Strettara) | Scoltenna / Pian della Valle - Casa Pattarozzi"
rz.53,IT,"Senio @ Casola Valsenio",44.2271,11.6323,cm,-130,-110,None,"Senio / Palazzuolo - Pieve di Misileo"
rz.54,IT,"Taro @ Ostia Parmense (Borgotaro)",44.514099,9.8422,cm,115,None,None,"Taro / Classico (Ostia Parmense - Ghiare)"
rz.56,IT,"Taro @ Tornolo",44.491501,9.6306,cm,135,None,None,"Taro / Alto (Pontestrambo - Piane di Carniglia)"
rz.57,IT,"Trebbia @ Bobbio",44.7551,9.3837,cm,58,None,None,"Trebbia / Gole (Marsaglia - Bobbio)"
rz.58,IT,"Trebbia @ Rivergaro",44.900398,9.5821,cm,25,70,None,"Trebbia / Bobbio - Perino"
rz.59,IT,"Trebbia @ Valsigiara",44.640202,9.3301,cm,15,30,None,"Trebbia / Gorreto - Valsigiara"
rz.60,IT,"Arzino @ S.Francesco",46.3134,12.934,cm,None,None,None,"Arzino / Gola 1 (Valentins - Cerdevol) | Arzino / Gola 4 (Fraponti - Pert)"
rz.62,IT,"Cellina @ Lesis",46.272099,12.5446,cm,-25,10,20,"Cellina / Alto (Scivolo artificiale - Lesis)"
rz.63,IT,"Cellina @ Prescudin",46.2038,12.5145,cm,12,25,None,"Cellina / Tutti i tratti | Cellina / Classico  (Confluenza Rio Ferron - Ponte Mezzo Canale) | Settimana / Basso"
rz.64,IT,"Cornappo @ Molmentet",46.1898,13.2667,cm,45,None,None,"Cornappo / Debellis - Torlano"
rz.68,IT,"Raccolana @ Chiusaforte",46.404701,13.3175,cm,None,None,None,"Raccolana / Centrale Idroelettrica - Ponte SP76 Chiusaforte | Raccolana / Artificiale - Centrale Idroelettrica"
rz.69,IT,"Resia @ Resiutta",46.388901,13.2212,cm,144,160,None,"Resia / Alto (Coritis - Ponte per Stolvizza) | Resia / Medio (Ponte per Stolvizza - Prato) | Resia / Basso (Confl. Rio Barman - Povici di Sotto)"
rz.7,IT,"Ayasse @ Champorcher - Chardonney",45.620602,7.6087,cm,30,40,None,"Ayasse / Trambesere - La Chataigne | Ayasse / Cascate (Serquere – Hône) | Ayasse / Pontboset - Frontiere"
rz.71,IT,"Slizza @ Tarvisio",46.504299,13.5939,cm,75,110,None,"Slizza / Orrido dello Slizza (Tarvisio - Caserma Meloni)"
rz.72,IT,"Tagliamento @ Venzone",46.3353,13.1348,cm,0,60,None,"Tagliamento / Portis - Ospedaletto | Tagliamento / Cimano - Pinzano"
rz.74,IT,"Aniene @ Subiaco",41.923,13.0928,cm,255,None,None,"Aniene / Confluenza Simbrivio - Monastero | Aniene / Subiaco - Madonna della Pace | Aniene / Diga S. Cosimato - Km 42 Tiburtina"
rz.75,IT,"Fiora @ Montalto di Castro",42.353802,11.5988,cm,365,None,None,"Fiora / Vulci - Montalto di Castro"
rz.76,IT,"Melfa @ Atina",41.629501,13.7695,cm,38,50,60,"Melfa / Gole (Casalvieri - Ponte delle Valli)"
rz.77,IT,"Melfa @ Roccasecca",41.536201,13.6477,cm,20,35,60,"Melfa / Basso (Ponte delle Valli - Ponte dello Spirito Santo)"
rz.78,IT,"Mignone @ Mignone SS Aurelia",42.194698,11.7861,cm,150,None,None,"Mignone / Canale Monterano - Ponte di Rota"
rz.79,IT,"Paglia @ Paglia a Proceno",42.764198,11.8564,cm,110,None,None,"Paglia / Acquapendente - Allerona"
rz.80,IT,"Argentina @ Montalto Ligure",43.930698,7.842,cm,172,None,None,"Argentina / Badalucco - Centralina Enel | Argentina / Molini - Agaggio Inferiore | Argentina / Molino di Carpenosa - Badalucco"
rz.84,IT,"Bormida @ Murialdo",44.313202,8.1598,cm,None,None,None,"Bormida di Millesimo / "
rz.86,IT,"Entella @ Panesi",44.342098,9.3562,cm,-100,-75,None,"Entella / Carasco - Foce"
rz.88,IT,"Nervia @ Isolabona",43.877701,7.6376,cm,100,110,125,"Nervia / Pigna - Isolabona"
rz.89,IT,"Neva @ Cisano",44.085499,8.1457,cm,120,150,180,"Pennavaira / Nasino - Teccio"
rz.90,IT,"Orba @ Tiglieto",44.5256,8.6084,cm,120,150,180,"Acquabianca / Acquabianca - Abbadia di Tiglieto | Orba / Lago di Ortiglieto - Località Serralunga | Orba / Martina SP1 - Tiglieto"
rz.91,IT,"Petronio @ Sestri Levante - Sara",44.27,9.4297,cm,80,None,None,"Petronio / Castiglione Chiavarese - Ponte Bivio per Masso"
rz.92,IT,"Roya @ Airole",43.873199,7.5448,cm,None,None,None,"Roya / Sopra Dogana Francese - Airole"
rz.93,IT,"Sansobbia @ Stella S.Giustina",44.415798,8.4825,cm,50,None,None,"Sansobbia / Stella - Ellera"
rz.94,IT,"Stura del Turchino @ Campo Ligure",44.542599,8.6939,cm,100,None,None,"Stura del Turchino / "
rz.95,IT,"Vara @ Nasceto",44.278099,9.656,cm,215,None,None,"Gottero / 1Km sopra Airola - Confluenza Vara | Vara / Gole - Sesta Godano"
rz.96,IT,"Vobbia @ Vobbietta",44.636002,8.9815,cm,None,None,None,"Rio Tonno /  | Vobbia / Vobbia - Vobbietta"
rz.97,IT,"Mincio @ Deflusso Monzambano",45.393902,10.7116,m³/s,90,120,None,"Mincio / Spot Monzambano 2 | Mincio / Spot Valeggio"
rz.98,IT,"Adda @ Teglio",46.1586,10.0381,cm,None,None,None,"Adda / Stazzona - Chiuro | Adda / Chiuro - Piateda"
rz.99,IT,"Brembo @ Ponte Briolo",45.710201,9.5874,cm,105,150,None,"Brembo / San Giovanni Bianco - San Pellegrino | Brembo / San Pellegrino - Zogno | Enna / 2° Centrale - Ponte per Cantalto | Brembo / Campo Slalom San Pellegrino"
visual.41,IT,"Pescara @ Livio (manuale)",46.396099,11.0352,cm,10,15,20,"Pescara / Frari - Ponte a Livo"
visual.42,IT,"Silisia @ Lago di Ca Selva",46.255299,12.6997,cm,20,35,60,"Silisia / Lago - Chievolis"
pernica,ME,"Morača @ Pernica",42.712898,19.371099,cm,None,None,None,"Morača / Upper | Morača / Middle | Morača / Kanjon"
rz.1312,ME,"Tara @ Đurđevića Tara",43.144699,19.297501,cm,None,None,None,"Tara / Djavole lazi | Tara / Kanjon (Splavište - Brštanovica) | Tara / Brštanovica - Ščepan polje"
rz.1313,ME,"Tara @ Mojkovac",42.956699,19.5763,cm,None,None,None,"Tara / Biogradska gora - Mojkovac | Tara / Mojkovac - Kaludra"
rz.1314,ME,"Bijela @ Gornja Bijela",42.9039,19.151699,cm,None,None,None,"Bijela / "
rz.1315,ME,"Cijevna @ Trgaj",42.394699,19.3829,cm,None,None,None,"Cijevna / "
rz.1316,ME,"Morača @ Zlatica",42.483799,19.3069,cm,None,None,None,"Morača / Lower"
rz.1317,ME,"Mrtvica @ Međuriječje",42.720299,19.367001,cm,None,None,None,"Mrtvica / Hike-in"
rz.1667,ME,"Bukovica @ Timar",42.960999,19.1866,cm,None,None,None,"Bukovica / Lower | Bukovica / Upper"
rz.1668,ME,"Lim @ Plav",42.608299,19.927,cm,None,None,None,"Lim / "
trebaljevo,ME,"Tara @ Trebaljevo",42.861801,19.5257,cm,None,None,None,"Tara / Upper upper | Tara / Kolašin - Trebaljevo | Tara / Trebaljevo - Biogradska gora"
rz.1400,NL,"Vecht @ Hardenberg Slalom Channel",52.5714,6.6146,m³/s,1.5,3.5,5.5,"Vecht / Hardenberg Slalom Course"
nve.0002.00032.000,NO,"Atna @ Atnasjø",61.851898,10.2221,m³/s,15,25,35,"Atna / Lower (Atnabrua - Trobrua) | Setninga / Sjøll - Mogrenda | Atna / Lower (Trobrua - Mogrenda)"
nve.0002.00129.000,NO,"Folla @ Dølplass",62.1922,10.4511,m³/s,18,30,50,"Folla / Moan - Dølplass"
nve.0002.00265.000,NO,"Rena @ Unsetåa",61.946098,11.0835,m³/s,10,25,45,"Unsetåa / Gorge (Fellinga - Elvål) | Speka / Helgesvollen - Spekehogget"
nve.0002.00267.000,NO,"Mistra @ Mistra bru",61.711102,11.2419,m³/s,12,30,50,"Mistra / Balstadmistersætra - Renåskarven | Mistra / Gorge (Renåskarven - Misteregga)"
nve.0002.00268.000,NO,"Bøvri @ Akslen",61.799599,8.4472,m³/s,25,40,55,"Bøvra / Lower (Flåklypa - Lom)"
nve.0002.00284.000,NO,"Finna @ Sælatunga",61.884399,9.0621,m³/s,7,19,30,"Finna / Skjerva Bridge - Vågåmo | Skjerva / Upper (- Milthaugen) | Skjerva / Lower (Dalgrovi - Skogen)"
nve.0002.00290.000,NO,"Bøvri @ Brustuen",61.7262,8.296,m³/s,10,20,30,"Bøvra / Upper (Dalsvatnet - Rustadjuvet)"
nve.0002.00291.000,NO,"Tora @ Tora",62.007702,7.8664,m³/s,25,32,40,"Otta / Vulavatnet - Pollfoss | Otta / Heimdalsvatnet - Stuttongen"
nve.0002.00303.000,NO,"Jora @ Dombås",62.087101,9.1018,m³/s,10,15,20,"Jori / Upper | Jori / Lower (Reindøl - Dombås) | Lora / Nysætra - Nybru | Lora / Gorge (Nybru - )"
nve.0002.00439.000,NO,"Åsta @ Kvarstadseter",61.178501,10.8933,m³/s,14,None,40,"Åsta / Holmbua - Åsta"
nve.0002.00479.000,NO,"Atna @ Li bru",62.009998,10.0003,m³/s,5,6,7,"Atna / Upper (Dørålseter - Elgvasslii)"
nve.0002.00578.000,NO,"Imsa @ Søndre Imssjøen",61.547901,10.6618,m³/s,6,12,18,"Imsa / Upper (Søndre Imssjøen - ) | Imsa / Lower (Nybru - Imsroa) | Hira / Storfjellsætra - Hirkjolen | Hovda / Nierbua - Sætre | Hovda / Bjørnbergsbua - Nierbua | Hira / Hirkjolen - Dammyra"
nve.0002.00595.000,NO,"Sjoa @ Faukstad",61.709599,9.4252,m³/s,30,40,55,"Sjoa / Ridderspranget | Sjoa / Åsengjuvet | Sjoa / Playrun | Sjoa / Åmot | Sjoa / Slalom | Sjoa / Steinholet"
nve.0012.00070.000,NO,"Randselva @ Etna",60.9519,9.6262,m³/s,10,22,35,"Etna / Etnesenn - Brendabrua | Etna / Brendabrua - Hestkinn | Etna / Hestkinn - Flatoygarden | Etna / Espeset - Lii | Etna / Høljerast - Kvernstugu | Rotvolla / Bergskardstølen - Brendabrua"
nve.0012.00209.000,NO,"Urula @ Urula",60.558102,9.8757,m³/s,8,15,22,"Urula /  | Åslielva / Åsli - Nerby"
nve.0012.00215.000,NO,"Hemsil @ Storeskar",60.891701,8.3328,m³/s,8,13,18,"Mørkedøla / Storeskard - Lio"
nve.0015.00021.000,NO,"Jondalselva @ Jondalselv",59.707298,9.5548,m³/s,8,13,17,"Jondalselva / Upper (Buvannet - Jondalen) | Jondalselva / Lower (Saga - Stengelsrud) | Bingselva / Svartbekk - Steinsrud | Hjuksa / Kloppa - Hjuksevelta | Skirva / Bakkåsen - Tinnsjøen | Bjørvassåi / Lonin - Fosso"
nve.0015.00079.000,NO,"Numedalslågen @ Ossjøen",60.382099,8.2639,m³/s,20,60,100,"Numedalslågen / Orsjoren - Dagali"
nve.0016.00128.000,NO,"Austbygdåi @ Austbygdåi",59.9953,8.8277,m³/s,11,22,30,"Austbygdåi / Middle (Nyrud - Hagen) | Austbygdåi / Lower (Hagen - Austbygd) | Mår / Steinsbølet - Flåten | Gøyst / Lien - Atrå"
nve.0016.00155.000,NO,"Skogsåi @ Sønnlandsvatn",59.703899,8.8588,m³/s,6,14,21,"Skogsåa / Sønnlandsvatnet - Brenneveltåsen | Skogsåa / Brenneveltåsen - Koparviken"
nve.0062.00010.000,NO,"Vossovassdraget @ Myrkdalsvatn",60.799198,6.5016,m³/s,12,22,32,"Strandelvi / Sundve - Taulen | Strandelvi / Moneydrop - Lønavatnet | Strandelvi / Moneydrop"
nve.0100.00001.000,NO,"Valldøla @ Valldøla v/Alstad",62.329399,7.4832,m³/s,15,20,25,"Valldøla / Upper (Byksebrua - Øvstestølen) | Valldøla / Middle (Langdalen - Grønning) | Valldøla / Lower (Hol - Valldal)"
nve.0103.00001.000,NO,"Ulvåa @ Ulvåa v/Storhølen",62.280499,8.1178,m³/s,20,30,45,"Ulvåa / Upper (Tunga - Kabben) | Ulvåa / Lower ( - Brøste)"
nve.0103.00003.000,NO,"Rauma @ Rauma v/Stuguflåten",62.2766,8.1531,m³/s,7,11,15,"Rauma / Upper (Bjorli - Stuguflåten)"
nve.0109.00009.000,NO,"Driva @ Driva v/Risefoss",62.511398,9.5926,m³/s,9,15,22,"Driva / Kongsvoll (Kongsvoll - Tandsætra)"
nve.0109.00020.000,NO,"Driva @ Driva v/Grensehølen",62.572102,9.159,m³/s,20,50,80,"Driva / Oppdal (Mellem - Olbu) | Driva / Romfo (Romfo - Faleøyan) | Driva / Gråura (Ishol - Liahjell) | Grøvu / Lower (Myra - Gjøra) | Grøvu / Lower (Fjellgardan - Myra)"
nve.0122.00014.000,NO,"Bua @ Lillebudal bru",62.823399,10.5486,m³/s,6,12,17,"Bua / Upper (Enodden - Buabrua) | Bua / Lower (Buabrua - Kjellbrua) | Ena / Middle (Endalsvollen - Solemsvoll) | Ena / Upper (Sværdalsvollan - Endalsvollen) | Fora / Kistskarven - Råa | Fora / Forbygda - Singsås"
nve.0122.00017.000,NO,"Sokna @ Hugdal bru",62.994099,10.2464,m³/s,25,50,75,"Sokna / Upper (Soknedal - Snøan) | Sokna / Lower (Snøan - Støren) | Hauka / Upper (Økdalsmoen - Håggån) | Stavilla / Upper (Haugsætra - Svarthåsen) | Ila / Bjørset - Larssetlykkja | Hauka / Lower (Håggån - Snøan) | Stavilla / Upper (Svarthåsen - Stensåsen) | Stavilla / Lower (Stensåsen - Soknedal)"
nve.0123.00031.000,NO,"Garbergselva @ Kjeldstad i Garbergelva",63.266201,11.1311,m³/s,7,16,25,"Garbergelva / Storvollen - Langli"
nve.0124.00002.000,NO,"Forra @ Høggås bru",63.492901,11.3583,m³/s,35,55,75,"Vigda / Aurvollen - Vallneset"
nve.0151.00015.000,NO,"Vefsna @ Nervoll",65.437599,13.986,m³/s,30,48,65,"Susna / Classic (Kroken - Baklia) | Susna / Mikkeljord - Unkerelva"
nve.0311.00004.000,NO,"Trysilelva @ Femundsenden (Femunden)",61.919998,11.94,m³/s,15,35,55,"Gløta / Rystallbakken - Gløtberget | Trysilelva / Femundsundet - Elvbrua"
rz.1168,NO,"Ostri @ Liavatn",61.854198,7.7629,m³/s,11,18,25,"Ostri / Liavatnet - Dyringen"
pl.149200080,PL,"Mszanka @ Mszana Dolana",49.674301,20.0804,cm,130,140,None,"Konina / Standard | Koninka / Standard"
pl.149200100,PL,"Bialka @ Lysa Polana",49.263599,20.115,cm,190,210,240,"Bialka / Upper (Prohibited!)"
pl.149200110,PL,"Bialka @ Trybsz 2",49.417801,20.1175,cm,None,None,None,"Bialka / Standard | Bialka / Lower"
pl.149200120,PL,"Niedziczanka @ Niedzica",49.411301,20.302299,cm,170,195,230,"Kacwinianka / Waterfall"
pl.149200150,PL,"Ochotnica @ Tylmanowa",49.5172,20.3869,cm,None,None,None,"Kamienica Gorczanska / Standard"
pl.150150030,PL,"Kamienna @ Jakuszyce",50.822701,15.4397,m³/s,None,3,None,"Kamienna / Upper"
pl.150150050,PL,"Kamiena @ Piechowice",50.850101,15.5732,cm,140,160,180,"Kamienna / Motocross | Kamienna / Szklarka stream - Piechowice | Kamienna / Szklarska Poreba PKS - Szklarka stream"
pl.150150190,PL,"Podgorna @ Podgorzyn",50.820301,15.6832,cm,120,130,None,"Podgorna / Standard"
pl.150160110,PL,"Bystrzyca Dusznicka @ Szalejów Dolny",50.419701,16.6047,m³/s,6,12,30,"Bystrzyca Dusznicka / Szczytna - Polanica Zdrój"
rz.1216,PL,"Biała Wisełka @ WISŁA-CZARNE (Biała Wisełka)",49.618099,18.9356,m³/s,3,6,10,"Biała Wisełka / Roadside"
rz.1217,PL,"Wieprzówka @ RUDZE",49.9617,19.442499,m³/s,8,None,30,"Wieprzówka / Zagórnik Łupki Skalne"
rz.1308,SI,"Kolpa @ Petrina",45.463902,14.8518,m³/s,None,None,None,"Kolpa / Osilnica - Bosljiva Loka | Kolpa / Bosljiva Loka - Kuželj"
rz.155,SI,"Bistrica @ Bohinjska Bistrica",46.273499,13.9501,m³/s,7,10,15,"Bohinjska Bistrica / "
rz.156,SI,"Idrijca @ Podroteja",45.986698,14.0307,m³/s,15,45,90,"Idrjica / Idrija - Otalež | Idrijca / Upper"
rz.157,SI,"Iška @ Iška vas",45.936199,14.5146,m³/s,8,15,20,"Iška / "
rz.162,SI,"Krka @ Soteska",45.7794,15.0192,m³/s,None,None,None,"Krka / Šmihel - Žužemberk"
rz.1620,SI,"Kokra @ Kokra",46.305801,14.4989,m³/s,15,None,30,"Kokra / "
rz.163,SI,"Nadiža @ Potoki",46.2486,13.5016,m³/s,10,22,35,"Nadiža/Natisone / Alto"
rz.164,SI,"Sava @ Šentjakob",46.084,14.5824,m³/s,30,70,120,"Sava / Slalom Tacen"
rz.165,SI,"Sava Bohinjka @ Bodešče",46.3419,14.1419,m³/s,15,45,90,"Sava Bohinjka /  | Savica /  | Radovna / Upper (Perniki - Vintgar) | Radovna / Vintgar"
rz.166,SI,"Savinja @ Nazarje",46.321201,14.9524,m³/s,80,100,120,"Savinja / Solčava - Luče | Savinja / Raduha - Ljubno | Savinja / Ljubno - Nazarje"
rz.167,SI,"Soča @ Kobarid",46.247299,13.5864,m³/s,7,40,150,"Soča / Cave/Friedhofstrecke (Srpenica 2 - Trnovo 1) | Soča / Slalom Bovic | Soča / Cataract Section (Trnovo - Otona) | Soča / Quarta Gola/Abseilstrecke (Otona - Kobarid) | Soča / Kobarid - Kamno"
rz.1674,SI,"Krka @ Podbukovje",45.876701,14.785,m³/s,None,None,None,"Krka / Vas Krka - Zagradec | Krka / Zagradec - Šmihel"
rz.168,SI,"Soča @ Kršovec",46.336899,13.5986,m³/s,10,18,30,"Soča / Prima Gola/Bunker Run (Lepena - Zmuklica) | Soča / Girklca (Zmuklica - Čezsoča)"
rz.169,SI,"Soča @ Log Čezsoški",46.3148,13.4946,m³/s,5,30,100,"Soča / Čezsoča - Srpenica"
rz.170,SI,"Tržiška Bistrica @ Preska",46.3578,14.2996,m³/s,12,15,20,"Tržiška Bistrica / Dovžanova Soteska"
rz.171,SI,"Učja @ Žaga",46.3097,13.4778,m³/s,10,15,20,"Učja / Učja - Žaga"
rz.1729,SI,"Koritnica @ Kal-Koritnica",46.3414,13.5755,m³/s,5,15,25,"Koritnica / Kluže - Soča confluence"
rz.1370,SK,"Belá @ Podbanské",49.141399,19.9042,cm,55,None,100,"Belá / Tichá Dolina - Podbanské | Belá / Podbanské - Kokavský most | Belá / Kokavský most - Pribilina | Belá / Pribilina - Kaštieľ Hrádok"
rz.1371,SK,"Dunajec @ Červený Kláštor",49.403702,20.4237,cm,15,70,200,"Dunajec / Červený Klaštor - Lesnica"
rz.1372,SK,"Kľak @ Žarnovica",48.483601,18.716999,cm,50,60,80,"Kľak / Ostrý Grúň - Horné Hámre"
rz.1373,SK,"Hornád @ Hrabušice",48.970402,20.397699,cm,75,83,130,"Hornád - Gorge / Prielom Hornádu Hrabušice - Sp. Tomášovce"
rz.1375,SK,"Cirocha @ Snina",48.986301,22.1465,cm,95,120,150,"Cirocha / Starina dam - Stakčín"
rz.1378,SK,"Studený potok @ Oravský Biely Potok",49.284599,19.544201,cm,75,90,110,"Studený potok - Orava / Habovka - Podbiel"
rz.1379,SK,"Torysa @ Torysa",49.158798,20.881599,cm,43,None,70,"Torysa / Tichý Potok - Brezovica"
rz.1382,SK,"Poprad @ Chmelnica",49.2892,20.7302,cm,75,100,135,"Poprad / Stará Ľubovňa - Mníšek nad Popradom"
rz.1385,SK,"Boca @ Malužiná",48.977901,19.775999,cm,75,95,120,"Boca / Malužiná - Radovica"
rz.1387,SK,"Váh @ Liptovský Mikuláš",49.086399,19.6035,cm,50,None,200,"Váh / Areál vodného slalomu - Liptovský Mikuláš"
rz.1388,SK,"Bystrica @ Nová Bystrica",49.345501,19.032499,cm,75,None,115,"Bystrica / Nová Bystrica - Krásno nad Kysucou"
rz.1390,SK,"Mošonský Dunaj @ Čunovo",48.0266,17.217899,cm,75,None,250,"Dunaj / Divoká voda - Čunovo"
rz.1391,SK,"Revúca @ Podsuchá",48.991798,19.284901,cm,80,100,120,"Revúca / Vyšné Revúce - Liptovská Osada"
rz.1392,SK,"Štiavnička @ Mýto pod Ďumbierom",48.854698,19.634701,cm,45,55,65,"Štiavnička / Kyslá - Mýto pod Ďumbierom | Štiavnička / Mýto pod Ďumbierom - Bystrá"
rz.1393,SK,"Bystrianka @ Bystrá",48.845699,19.6063,cm,50,60,70,"Bystrianka / NP - Bystrá | Bystrianka / Bystrá - Piesok"
rz.1398,SK,"Torysa @ Nižné Repaše",49.0825,20.697599,cm,45,55,70,"Torysa / Nižné Repaše - Tichý Potok"
rz.1403,SK,"Zázrivka @ Párnica",49.191299,19.191099,cm,73,85,95,"Zázrivka / Sokol - Párnica"
rz.1404,SK,"Varínka @ Stráža",49.223999,18.907801,cm,60,80,100,"Varínka / Terchová - Varín"
rz.1405,SK,"Vlára @ Horné Srnie",48.991798,18.105301,cm,140,175,210,"Vlára / Rybníky - Nemšová"
rz.1406,SK,"Dobšinský potok @ Dobšiná",48.819401,20.371599,cm,100,120,150,"Dobšinský potok / Dobšiná - Vodná nádrž"
rz.1407,SK,"Hnilec @ Stratená",48.8685,20.3479,cm,85,95,110,"Hnilec / Dobšinská jaskyňa - Stratenská píla"
rz.1411,SK,"Polhoranka @ Oravská Polhora",49.532398,19.429199,cm,65,80,95,"Polhoranka / Oravska Polhora - Rabča"
rz.1412,SK,"Oravica @ Trstená",49.353001,19.5949,cm,150,170,190,"Oravica / Oravice - Vitanová | Oravica / Vitanová - Tvrdošín"
rz.1417,SK,"Poprad @ Mengusovce",49.083599,20.142401,cm,50,80,120,"Poprad / Mengusovce - Svit | Poprad / Upper / Illegal"
rz.1418,SK,"Demänovka @ Demänová",49.0327,19.572201,cm,35,50,70,"Demänovka / Demänovska dolina - Pavčina Lehota"
rz.1419,SK,"Bystrica @ Harmanec-Papiereň",48.788601,19.0996,cm,50,65,75,"Starohorský potok / Stare Hory - Uľanka"
rz.1420,SK,"Jaseniansky potok @ Jasenie",48.833599,19.4627,cm,75,85,95,"Jaseniansky potok / Kyslá - Jasenie"
rz.1421,SK,"Štiavnica @ Liptovský Ján",49.047199,19.680599,cm,80,90,110,"Štiavnica / Jánska dolina"
rz.1437,SK,"Kvačianka @ Liptovská Sielnica",49.146599,19.52,cm,130,145,155,"Kvačianka / Kvačianska dolina / Illegal"
